Field	Time	EricAutoLabel:C7:X	EricAutoLabel:C7:Y	EricAutoLabel:C7:Z	EricAutoLabel:CLAV:X	EricAutoLabel:CLAV:Y	EricAutoLabel:CLAV:Z	EricAutoLabel:LANK:X	EricAutoLabel:LANK:Y	EricAutoLabel:LANK:Z	EricAutoLabel:LBHD:X	EricAutoLabel:LBHD:Y	EricAutoLabel:LBHD:Z	EricAutoLabel:LBWT:X	EricAutoLabel:LBWT:Y	EricAutoLabel:LBWT:Z	EricAutoLabel:LELB:X	EricAutoLabel:LELB:Y	EricAutoLabel:LELB:Z	EricAutoLabel:LFHD:X	EricAutoLabel:LFHD:Y	EricAutoLabel:LFHD:Z	EricAutoLabel:LFIN:X	EricAutoLabel:LFIN:Y	EricAutoLabel:LFIN:Z	EricAutoLabel:LFRM:X	EricAutoLabel:LFRM:Y	EricAutoLabel:LFRM:Z	EricAutoLabel:LFWT:X	EricAutoLabel:LFWT:Y	EricAutoLabel:LFWT:Z	EricAutoLabel:LHEE:X	EricAutoLabel:LHEE:Y	EricAutoLabel:LHEE:Z	EricAutoLabel:LKNE:X	EricAutoLabel:LKNE:Y	EricAutoLabel:LKNE:Z	EricAutoLabel:LMT5:X	EricAutoLabel:LMT5:Y	EricAutoLabel:LMT5:Z	EricAutoLabel:LSHN:X	EricAutoLabel:LSHN:Y	EricAutoLabel:LSHN:Z	EricAutoLabel:LSHO:X	EricAutoLabel:LSHO:Y	EricAutoLabel:LSHO:Z	EricAutoLabel:LTHI:X	EricAutoLabel:LTHI:Y	EricAutoLabel:LTHI:Z	EricAutoLabel:LTOE:X	EricAutoLabel:LTOE:Y	EricAutoLabel:LTOE:Z	EricAutoLabel:LUPA:X	EricAutoLabel:LUPA:Y	EricAutoLabel:LUPA:Z	EricAutoLabel:LWRA:X	EricAutoLabel:LWRA:Y	EricAutoLabel:LWRA:Z	EricAutoLabel:LWRB:X	EricAutoLabel:LWRB:Y	EricAutoLabel:LWRB:Z	EricAutoLabel:RANK:X	EricAutoLabel:RANK:Y	EricAutoLabel:RANK:Z	EricAutoLabel:RBAC:X	EricAutoLabel:RBAC:Y	EricAutoLabel:RBAC:Z	EricAutoLabel:RBHD:X	EricAutoLabel:RBHD:Y	EricAutoLabel:RBHD:Z	EricAutoLabel:RBWT:X	EricAutoLabel:RBWT:Y	EricAutoLabel:RBWT:Z	EricAutoLabel:RELB:X	EricAutoLabel:RELB:Y	EricAutoLabel:RELB:Z	EricAutoLabel:RFHD:X	EricAutoLabel:RFHD:Y	EricAutoLabel:RFHD:Z	EricAutoLabel:RFIN:X	EricAutoLabel:RFIN:Y	EricAutoLabel:RFIN:Z	EricAutoLabel:RFRM:X	EricAutoLabel:RFRM:Y	EricAutoLabel:RFRM:Z	EricAutoLabel:RFWT:X	EricAutoLabel:RFWT:Y	EricAutoLabel:RFWT:Z	EricAutoLabel:RHEE:X	EricAutoLabel:RHEE:Y	EricAutoLabel:RHEE:Z	EricAutoLabel:RKNE:X	EricAutoLabel:RKNE:Y	EricAutoLabel:RKNE:Z	EricAutoLabel:RMT5:X	EricAutoLabel:RMT5:Y	EricAutoLabel:RMT5:Z	EricAutoLabel:RSHN:X	EricAutoLabel:RSHN:Y	EricAutoLabel:RSHN:Z	EricAutoLabel:RSHO:X	EricAutoLabel:RSHO:Y	EricAutoLabel:RSHO:Z	EricAutoLabel:RTHI:X	EricAutoLabel:RTHI:Y	EricAutoLabel:RTHI:Z	EricAutoLabel:RTOE:X	EricAutoLabel:RTOE:Y	EricAutoLabel:RTOE:Z	EricAutoLabel:RUPA:X	EricAutoLabel:RUPA:Y	EricAutoLabel:RUPA:Z	EricAutoLabel:RWRA:X	EricAutoLabel:RWRA:Y	EricAutoLabel:RWRA:Z	EricAutoLabel:RWRB:X	EricAutoLabel:RWRB:Y	EricAutoLabel:RWRB:Z	EricAutoLabel:STRN:X	EricAutoLabel:STRN:Y	EricAutoLabel:STRN:Z	EricAutoLabel:T10:X	EricAutoLabel:T10:Y	EricAutoLabel:T10:Z
18	0.1417	-2015.1	-1434.9	1339	-1853.3	-1379.9	1227.7	-2079.4	-1306.4	117.29	-1954.8	-1349.5	1446.7	-2206.8	-1400.9	914.45	-2125.8	-1155.5	982.69	-1837.6	-1289.3	1497.4	-2123.4	-1181.4	678.01	-2162.4	-1172.6	870.74	-2024.5	-1342.6	808.62	-2132.1	-1381.2	53.806	-1986.2	-1261.3	448.61	-2005.4	-1236.2	24.018	-2037.6	-1258.9	329.97	-1974.4	-1243.7	1304.2	-2004.9	-1261.8	667.57	-1924.2	-1251.2	41.925	-2059.4	-1165.9	1159.8	-2068.9	-1230.5	753.03	-2170.9	-1150.9	777.39	-2305.2	-1775.1	100.82	-2057.5	-1544.1	1266.5	-1904	-1485.3	1443.9	-2173.2	-1574.3	938.05	-1866.8	-1729.9	988.63	-1757.2	-1394.5	1505	-1802.7	-1604.3	689.72	-1818.4	-1670.7	824.83	-1973.3	-1611	816.26	-2381.5	-1722.3	36.154	-2196	-1739.7	450.14	-2195.4	-1803	29.11	-2274.4	-1778.1	256.39	-1888.2	-1571	1299.3	-2093.1	-1708.8	575.4	-2105.7	-1755.2	35.814	-1870.8	-1649.6	1228	-1789.8	-1575.8	803.53	-1845.9	-1680.8	744.29	-1862.6	-1393.4	1035.6	-2136.5	-1476.6	1190.8
19	0.1500	-2008	-1428.2	1337.1	-1846.1	-1373.8	1225.2	-2078.6	-1310.7	117.03	-1947.6	-1342.4	1444.6	-2202.5	-1397.5	914.79	-2121.2	-1149.9	981.75	-1830.3	-1281.8	1494.7	-2125.9	-1178.7	676.91	-2160.5	-1167.4	870.91	-2018.6	-1337.8	805.99	-2132.2	-1386.5	57.286	-1981	-1258.3	447.51	-2007.9	-1240.3	23.593	-2034.4	-1257.8	330.05	-1965.4	-1236.4	1301.3	-1999.8	-1256.6	665.45	-1926.6	-1254.2	41.5	-2052.3	-1158.7	1157.9	-2069.6	-1226.9	751.42	-2170.8	-1146.5	777.81	-2304.6	-1774.1	101.25	-2050.2	-1537.6	1264.7	-1896.5	-1478.1	1441.5	-2167.2	-1569.2	936.26	-1859.6	-1723.5	988.2	-1750	-1387.6	1502.5	-1792.1	-1589.1	693.88	-1808.8	-1659.8	826.78	-1968.5	-1606.6	813.54	-2381.1	-1722	36.578	-2192.2	-1736.1	449.04	-2194.9	-1803.4	28.516	-2272.5	-1775.9	256.56	-1880.8	-1563.7	1297.8	-2089.2	-1704.8	573.79	-2105.2	-1755.3	35.305	-1863	-1642.6	1226.7	-1780.8	-1564	808.62	-1834.9	-1667.6	746.07	-1856	-1388.3	1033.3	-2129.5	-1470.8	1189.2
20	0.1583	-2000.7	-1420.9	1335	-1838.8	-1367.1	1222.5	-2076.9	-1314.8	116.44	-1940.2	-1334.8	1442.4	-2197.2	-1393.3	914.54	-2116.8	-1144.2	981.24	-1823	-1274.6	1492	-2128.2	-1175.9	676.31	-2158.1	-1162.4	871.34	-2012.6	-1332.5	803.78	-2132.2	-1391.8	61.02	-1976	-1254.6	446.24	-2010.3	-1244.7	23.508	-2031.1	-1256.6	329.63	-1956.5	-1229.1	1298.3	-1994.4	-1251.9	663.58	-1928.8	-1257.3	40.906	-2045.2	-1151.8	1156.2	-2070.7	-1222.7	750.66	-2170.7	-1142.2	778.32	-2303.7	-1772.8	102.01	-2042.7	-1530.8	1263	-1889.8	-1471	1439.9	-2160.9	-1563.7	934.48	-1852.3	-1717.1	987.86	-1742.5	-1380.8	1500.5	-1780.7	-1573.6	698.12	-1799	-1649.1	829.07	-1962.8	-1600.9	810.15	-2381.1	-1721.5	37.512	-2188.3	-1731.9	447.59	-2194.9	-1803.7	28.091	-2270.5	-1773.6	256.9	-1873	-1556.3	1296.4	-2084.6	-1700.1	571.84	-2104.8	-1755.5	34.372	-1854.7	-1635	1225.2	-1770.8	-1552.7	813.97	-1823.4	-1653.8	747.6	-1849.6	-1382.8	1030.7	-2122	-1464.7	1187.4
21	0.1667	-1993.4	-1413.6	1333	-1832	-1359.6	1219.9	-2076	-1318.5	116.52	-1932.5	-1326.9	1440	-2189.9	-1386.9	912.58	-2112.3	-1138.3	980.9	-1815.4	-1267.2	1489.4	-2130.1	-1172.6	676.14	-2155.5	-1157.4	871.59	-2006.7	-1327.1	802.51	-2131.5	-1397.4	64.075	-1971.4	-1250.7	444.79	-2012.7	-1248.4	23.593	-2028	-1256	328.95	-1949.4	-1222.5	1296.1	-1989	-1246.5	661.72	-1930.8	-1260.7	40.482	-2038.1	-1145.1	1154.4	-2071.4	-1218	750.74	-2170.2	-1137.9	778.66	-2302.9	-1771.4	102.1	-2035.3	-1524.2	1261.8	-1882.8	-1463.5	1438.3	-2155.1	-1558.6	932.95	-1844.8	-1710.4	987.35	-1735.2	-1373.2	1498.3	-1768.9	-1558.9	702.54	-1789.2	-1638.5	831.62	-1956.8	-1595	807.26	-2380.1	-1720.4	37.342	-2184.2	-1727.3	446.24	-2194.2	-1803.5	28.176	-2268	-1770.7	256.98	-1865.7	-1549.3	1295.5	-2079.8	-1695	569.55	-2104.2	-1755.3	33.693	-1845.7	-1626.9	1223.4	-1760.6	-1541.1	819.57	-1811.8	-1640.3	749.64	-1842.7	-1377	1027.5	-2114.7	-1458.3	1186
22	0.1750	-1986.2	-1406.1	1331.3	-1824.6	-1353	1217.3	-2077	-1321.9	119.32	-1924.9	-1318.8	1437.9	-2181.7	-1379.6	909.87	-2107.7	-1132.3	980.39	-1807.5	-1259.1	1486.6	-2131.6	-1168.6	675.38	-2152.5	-1151.8	871.68	-2000.6	-1321.2	801.41	-2130.5	-1402.6	66.621	-1967	-1247	442.93	-2015.3	-1251.5	24.102	-2024.9	-1255.3	328.01	-1942.2	-1215.6	1294	-1983.7	-1240.4	659.59	-1933.3	-1263.1	40.821	-2030.7	-1138.3	1152.5	-2069.9	-1211.8	749.89	-2169.1	-1133.6	779.09	-2302.1	-1770.3	102.27	-2027.7	-1517.1	1260.4	-1875.2	-1455.4	1436.6	-2148.9	-1553.2	931.17	-1837.2	-1703.4	987.18	-1727.5	-1365.1	1495.8	-1756.9	-1544.9	707.71	-1779.3	-1628.1	834.76	-1951.2	-1589.6	804.29	-2376.7	-1716.6	36.578	-2179.8	-1722.9	444.88	-2193.8	-1803.1	28.516	-2265	-1767.4	256.73	-1857.6	-1541.5	1294.5	-2074.3	-1689.8	566.75	-2103.8	-1755.1	33.098	-1837.7	-1619.2	1222.4	-1750.4	-1530.7	826.1	-1801.1	-1627.3	751.84	-1835.9	-1370	1026.8	-2107.5	-1452.3	1184.5
23	0.1833	-1979	-1398.5	1329.3	-1816.4	-1346.6	1214.8	-2078.4	-1325	123.91	-1917.5	-1310.8	1436.2	-2174	-1372.9	907.83	-2103.5	-1126.4	980.22	-1799	-1250.9	1483.7	-2133	-1164.6	674.78	-2149.1	-1146.1	871.76	-1993.8	-1316	799.12	-2129.3	-1407.1	68.998	-1962.8	-1243.6	440.55	-2016.8	-1253.8	25.206	-2021.9	-1254.3	326.66	-1934.1	-1208.2	1291.3	-1978.5	-1234.4	657.39	-1935	-1263.9	40.652	-2023.1	-1130.9	1150.4	-2066.4	-1204	748.37	-2168	-1129	779.43	-2301.4	-1769.3	102.78	-2020	-1510.1	1258.8	-1867.8	-1447.3	1435.1	-2142.4	-1547.5	929.13	-1829.8	-1696.1	987.18	-1719.6	-1357	1493.3	-1744	-1530.9	713.91	-1769.8	-1617.6	837.9	-1945.9	-1584.1	801.49	-2370.6	-1709.7	36.748	-2175	-1718.2	443.43	-2193.8	-1802.9	28.855	-2262.3	-1764.6	256.73	-1848.6	-1533.1	1293	-2067.9	-1684.1	563.35	-2103.5	-1755.1	32.844	-1830.2	-1611.7	1221.8	-1740.3	-1520.8	832.89	-1790.3	-1613.9	755.07	-1829.3	-1362	1025.9	-2099.8	-1445.8	1182.9
24	0.1917	-1971.6	-1390.7	1327.2	-1808.8	-1338.8	1212.3	-2078.2	-1327.3	126.11	-1910.3	-1302.6	1434.4	-2166.8	-1366.5	906.47	-2098.7	-1119.9	979.46	-1790.8	-1242.6	1480.5	-2133.7	-1159.7	674.53	-2145.5	-1140.7	871.76	-1986.4	-1310.7	797.16	-2127.2	-1411.1	71.204	-1958.6	-1239.8	438	-2017.9	-1255.2	25.715	-2018.7	-1253.3	325.13	-1926.2	-1200.4	1288.6	-1973.3	-1228.4	655.1	-1935.8	-1264.2	40.058	-2015.6	-1123.3	1148.4	-2063.2	-1196.7	747.09	-2166.4	-1124.2	780.02	-2300.8	-1768.4	104.05	-2012.3	-1503.3	1257.4	-1860.8	-1439	1433.8	-2135.9	-1541.6	927.1	-1822.5	-1689.2	987.44	-1712	-1348.6	1490.9	-1731.6	-1516.9	720.87	-1760.5	-1607.1	840.45	-1940.3	-1578.6	798.69	-2373	-1711	38.106	-2169.9	-1713.1	441.48	-2193.8	-1802.7	29.025	-2259.7	-1761.7	257.23	-1840.3	-1525.1	1292.5	-2061.7	-1678.3	560.13	-2103.5	-1755.2	32.42	-1822.1	-1603.7	1221.4	-1729.9	-1511	839	-1780.2	-1601	758.8	-1821.1	-1357	1022.3	-2091.9	-1439.4	1181
25	0.2000	-1964.1	-1383.3	1325.3	-1800.6	-1332.2	1210.5	-2076.1	-1328.7	126.11	-1902.7	-1294.1	1432.2	-2159.5	-1360	905.37	-2092.2	-1113.3	977.76	-1783.7	-1234.1	1477.8	-2133.4	-1154.2	674.28	-2141.8	-1135.5	871.68	-1979.2	-1303.7	796.66	-2125.1	-1414	72.732	-1954.8	-1236.1	435.37	-2018.6	-1256	26.139	-2015.5	-1251.9	323.6	-1918.1	-1192.5	1285.8	-1967.7	-1222	652.55	-1936	-1264.2	39.633	-2008.4	-1115.5	1146.3	-2060.2	-1189.7	745.9	-2164.5	-1119.5	780.28	-2300.3	-1767.4	105.49	-2003.9	-1495.8	1255.6	-1852.8	-1429.9	1431.5	-2129.1	-1535.6	924.98	-1815.1	-1682.2	988.12	-1704.6	-1340.1	1488.6	-1720.7	-1502.9	727.23	-1751.2	-1597	843.25	-1934.2	-1572.9	795.81	-2371	-1709.3	40.567	-2164.3	-1708.4	439.7	-2193.8	-1802.7	28.516	-2256.8	-1758.8	257.74	-1832.6	-1517.2	1292.5	-2056.4	-1673	557.67	-2103.5	-1755.3	31.825	-1814	-1595.7	1221.3	-1719	-1501.5	845.2	-1770.4	-1588.3	761.1	-1812.6	-1350.4	1019.9	-2084	-1433	1179.3
26	0.2083	-1956.5	-1376.7	1323.9	-1790.3	-1327.4	1209.6	-2073.9	-1329.5	125.6	-1895	-1285.3	1430	-2153.1	-1354.4	905.12	-2086.2	-1106.6	976.49	-1775.9	-1224.9	1475.1	-2132.9	-1148.8	672.92	-2137.7	-1130	871.25	-1972.4	-1296.4	795.81	-2123.2	-1415.5	73.92	-1950.8	-1232.5	432.91	-2018.8	-1256.6	26.224	-2012.3	-1249.8	321.73	-1910	-1184.8	1283	-1962.2	-1215.1	649.58	-1935.8	-1264.1	39.209	-2000.7	-1107.5	1143.7	-2055.9	-1182.1	743.95	-2161.5	-1114.7	779.77	-2299.4	-1766.5	107.27	-1995.6	-1488	1254	-1844.3	-1420.6	1428.9	-2122.1	-1529.5	923.02	-1807.7	-1674.6	988.54	-1696.7	-1331.4	1486.2	-1709.8	-1489.4	733.51	-1742.3	-1587.4	846.73	-1927.9	-1566.5	792.67	-2378	-1716.4	43.537	-2158.6	-1703.6	438.26	-2193.6	-1802.9	28.091	-2253.3	-1755.7	258	-1824.7	-1509.4	1292.5	-2050.7	-1667.5	555.38	-2103.5	-1755.7	31.401	-1805.8	-1587.2	1221.3	-1707.9	-1492.3	852.16	-1760.5	-1576	763.05	-1804.5	-1343.4	1017.9	-2076	-1426.4	1177.4
27	0.2167	-1948.2	-1368.5	1322.2	-1780.7	-1321	1207.8	-2072.5	-1329.3	125.6	-1887	-1276.5	1427.5	-2146.9	-1349.1	904.95	-2081.3	-1100.1	975.56	-1767.1	-1215.7	1472.1	-2131.3	-1142.8	671.47	-2132.7	-1123.7	870.41	-1965.4	-1290.3	793.52	-2122	-1416.1	74.684	-1946.5	-1228.4	430.11	-2018.9	-1256.6	26.224	-2009.3	-1247	319.95	-1901.9	-1176.9	1280	-1956.5	-1207.8	646.44	-1935.6	-1264.1	38.954	-1993.8	-1099.6	1141.8	-2051.1	-1173.6	742.17	-2158.4	-1109.6	779.17	-2298.5	-1765.8	109.65	-1987.4	-1480.4	1252.7	-1836.9	-1411.8	1427.3	-2115	-1523.6	921.24	-1799.9	-1667.4	988.8	-1688.9	-1322.6	1483.9	-1698.8	-1476.9	740.05	-1733.5	-1578.2	850.12	-1921.4	-1560.3	790.21	-2380	-1718.2	45.574	-2152.7	-1699.1	436.73	-2193.5	-1802.7	28.261	-2249.5	-1752.9	258.34	-1816.4	-1501.3	1292.1	-2044	-1661.7	552.74	-2103.4	-1756	31.062	-1797.3	-1578.6	1221.3	-1698.4	-1483	858.1	-1751.3	-1564	766.44	-1796.4	-1336.9	1015.4	-2067.6	-1419.4	1175.4
28	0.2250	-1939.7	-1358.5	1318.8	-1772.6	-1312.6	1205.5	-2071.8	-1328.7	125.94	-1879.1	-1267.1	1425	-2139.5	-1342.8	904.44	-2076.5	-1093.4	974.37	-1758.9	-1206.2	1469.5	-2128	-1136.8	670.97	-2127.1	-1117.4	869.05	-1957.9	-1284.2	790.97	-2121.6	-1416.1	76.127	-1942.7	-1223.6	427.31	-2019.6	-1256.5	25.8	-2006.3	-1243.9	318.42	-1893.7	-1168.8	1276.8	-1950.9	-1201.2	643.38	-1935.5	-1264.2	38.53	-1987.7	-1091.8	1140.4	-2045.1	-1164.6	740.64	-2154.6	-1104.6	778.15	-2297.4	-1764.7	112.2	-1979	-1472.8	1251.5	-1830	-1403.2	1426	-2107.6	-1517.2	919.2	-1791.9	-1660.7	988.8	-1681.3	-1313.4	1481.5	-1687.9	-1465.2	746.58	-1724.4	-1568.4	852.67	-1914.6	-1553.9	787.66	-2379.5	-1717.7	48.205	-2146.1	-1694	435.29	-2193.4	-1802.2	29.025	-2245.6	-1750	259.19	-1807.9	-1492.7	1291.9	-2037.1	-1655.9	550.11	-2103.3	-1756.1	30.552	-1788.4	-1569.5	1221.1	-1689.7	-1474.5	862.68	-1742.8	-1552.5	770.09	-1788.3	-1330.4	1013.1	-2059.2	-1412.5	1173.8
29	0.2333	-1931.1	-1349.5	1317.2	-1764.7	-1304.1	1203.3	-2071.3	-1327.3	125.86	-1871.4	-1257.5	1422.5	-2132.1	-1336.4	904.18	-2070.8	-1086.8	972.5	-1750.8	-1196.7	1466.9	-2123.3	-1130.3	669.61	-2121.1	-1111.4	867.18	-1950.9	-1277.3	788.59	-2122.1	-1415.1	77.909	-1938.6	-1218.5	424.51	-2020.4	-1256	25.036	-2003	-1240.3	316.47	-1885.5	-1160.2	1273.5	-1945	-1194.3	640.24	-1935.4	-1264.3	38.106	-1980.6	-1083.7	1138.2	-2038.3	-1154.5	738.27	-2149.8	-1099	776.88	-2295.7	-1762.8	114.57	-1970.2	-1464.5	1250.3	-1822.7	-1394	1424.8	-2099.5	-1510.1	916.83	-1784	-1653.2	989.14	-1673.7	-1303.6	1479.2	-1677.5	-1453.5	753.03	-1715.8	-1558.9	855.21	-1907.7	-1546.6	784.86	-2378.3	-1716.6	51.939	-2138.7	-1688.8	434.18	-2193.2	-1801.6	29.704	-2241.1	-1746.6	260.63	-1799.3	-1483.7	1291.8	-2029.9	-1649.9	548.08	-2103.1	-1756.3	30.128	-1779.8	-1560.2	1220.8	-1680.4	-1466.9	867.52	-1734.2	-1540.9	773.15	-1780.7	-1322.8	1010.9	-2050.5	-1405.4	1172.3
30	0.2417	-1918	-1330.1	1307.5	-1757.4	-1294.2	1200.5	-2071.3	-1325.3	125.94	-1863.4	-1247.9	1419.8	-2123.7	-1329.3	903.42	-2064.8	-1080.2	970.46	-1742.5	-1187.3	1464.2	-2117.4	-1122.4	666.21	-2114.8	-1105.6	864.97	-1943.9	-1269.8	786.47	-2123.6	-1413.1	79.436	-1934.5	-1213.4	421.45	-2020.3	-1255.3	24.018	-1999.7	-1235.7	314.27	-1877.2	-1151.7	1270.3	-1938.9	-1187.4	637.27	-1935	-1264.6	37.851	-1973	-1075.6	1135.5	-2030.2	-1143.9	734.79	-2144.2	-1093.3	774.67	-2293.4	-1760.9	117.29	-1961.2	-1456.2	1249.1	-1815.3	-1384.6	1423.4	-2091.2	-1503.3	914.88	-1776.5	-1645.8	990.83	-1665.9	-1293.7	1477.6	-1667	-1442.8	759.31	-1708.1	-1550.9	858.61	-1900.4	-1539.5	782.4	-2376.3	-1713.9	55.758	-2130.2	-1682.9	432.57	-2192.8	-1800.8	30.892	-2236.2	-1743	262.41	-1790.3	-1474.7	1291.6	-2022.1	-1644.1	546.46	-2103	-1756.7	30.128	-1771.2	-1551.2	1220.7	-1671.1	-1459.2	872.53	-1725.8	-1530.3	775.86	-1773.1	-1315.3	1008.6	-2041.9	-1398.1	1170.8
31	0.2500	-1912.2	-1328.2	1310.2	-1750	-1284.1	1197.7	-2071.7	-1323.1	126.37	-1855.2	-1238	1417.4	-2115.8	-1322.4	902.99	-2058.4	-1073.4	968	-1734.6	-1177.5	1461.9	-2110.2	-1114.1	662.99	-2107.5	-1099	861.83	-1936.5	-1262.1	785.03	-2124.9	-1410.6	80.964	-1930.6	-1208.4	418.48	-2020	-1254.6	23.084	-1996.8	-1230.6	312.06	-1869.4	-1143	1267.4	-1933	-1180.7	634.47	-1934.6	-1264.7	37.766	-1964.9	-1067.3	1131.5	-2021.7	-1132.8	731.39	-2137.9	-1088	771.79	-2291	-1759.1	120.68	-1952.4	-1447.9	1248.2	-1807.8	-1374.9	1422	-2082.7	-1496.3	913.35	-1769.3	-1638.9	992.78	-1657.8	-1284.1	1475.9	-1656.9	-1433.1	765.08	-1700.3	-1543.4	861.83	-1892.6	-1531.8	779.6	-2375.3	-1712.4	60.511	-2120.7	-1676.6	430.62	-2192.3	-1800	32.165	-2230.8	-1739.5	264.45	-1781.2	-1465.4	1291.1	-2013.5	-1638.1	544.94	-2102.5	-1756.7	29.704	-1762.7	-1542.1	1220.8	-1662.6	-1452	876.94	-1718.2	-1520.7	778.92	-1764.8	-1308.2	1006.1	-2033.5	-1390.9	1169.7
32	0.2583	-1904.8	-1321.6	1310.4	-1741.6	-1274.9	1195.5	-2072.1	-1321.1	126.71	-1847.2	-1227.6	1415.4	-2109.1	-1316.2	903.5	-2051.3	-1067	964.78	-1726.7	-1167.3	1459.9	-2101.5	-1105.7	659.51	-2099.5	-1092.8	858.18	-1929.5	-1254.3	783.84	-2126.2	-1408.2	82.661	-1926.7	-1203.3	415.77	-2020.5	-1253.8	22.151	-1994.4	-1225.6	309.85	-1861.5	-1134.4	1264.7	-1927.4	-1173.8	631.33	-1934.7	-1264.8	37.681	-1956.4	-1059.2	1127	-2012.5	-1120.9	727.91	-2130.6	-1082.8	768.82	-2288	-1756.3	125.01	-1943.6	-1439.7	1247.6	-1800.2	-1364.8	1420.7	-2074.1	-1489.4	911.99	-1763.4	-1631.9	994.99	-1649.9	-1273.8	1474.3	-1647.6	-1424.1	770.18	-1693.2	-1536.2	864.55	-1884.4	-1523.4	777.31	-2374.9	-1711.4	66.961	-2111.1	-1670.7	429.6	-2191.6	-1798.5	33.947	-2224.4	-1735.5	266.74	-1772.3	-1455.9	1290.4	-2004.2	-1631.8	543.15	-2102	-1756.6	29.195	-1753.9	-1532.7	1220.9	-1654.2	-1446.7	880.25	-1710.8	-1511.7	781.55	-1756.1	-1301.2	1003.8	-2024.7	-1383.8	1168.7
33	0.2667	-1896.5	-1312.8	1309.3	-1734.8	-1265	1192.1	-2072.6	-1319.4	126.96	-1839	-1217.2	1413.6	-2100.7	-1308.9	902.66	-2043.6	-1060.8	960.96	-1718.8	-1156.9	1457.9	-2091.5	-1096.5	654.76	-2090.6	-1086.6	854.03	-1922.1	-1245.9	782.74	-2127	-1406.5	84.274	-1923.5	-1198.1	413.14	-2021	-1253.1	21.556	-1992.4	-1221.1	307.73	-1853.6	-1125.5	1261.9	-1921.8	-1167.4	628.28	-1935.2	-1264.7	37.512	-1949.6	-1051.4	1124.2	-2002.2	-1108.1	723.67	-2122	-1077.4	765.08	-2284.6	-1753.4	130.1	-1934.2	-1431	1246.7	-1792.2	-1354.2	1419.3	-2065.2	-1482.4	910.97	-1758.6	-1624.7	997.54	-1642.3	-1263.7	1473.2	-1639.5	-1415.9	774.5	-1686.4	-1529.9	867.1	-1876.2	-1515	775.52	-2372.8	-1708.6	73.92	-2100.2	-1664.4	428.75	-2190.8	-1796.9	36.069	-2217	-1730.9	269.29	-1763.2	-1446.1	1289.9	-1993.9	-1624.8	541.2	-2102.4	-1756.8	29.449	-1745.2	-1523.3	1220.9	-1645.6	-1441.7	882.54	-1704.1	-1502.9	783.42	-1747.2	-1293.5	1002.2	-2015.4	-1376.1	1167.4
34	0.2750	-1888.1	-1303.9	1308.2	-1728	-1255.2	1189.2	-2072.7	-1317.7	127.39	-1830.5	-1206.3	1411.9	-2091.1	-1300.6	901.72	-2035.1	-1054.1	956.72	-1710.4	-1146.1	1456.4	-2080.4	-1086.6	650.17	-2080.8	-1080.4	849.27	-1914.3	-1236.6	781.21	-2127.2	-1405.5	85.717	-1920.9	-1193	410.68	-2021.4	-1252.7	21.217	-1990.6	-1217.3	306.12	-1846.1	-1116.3	1259.5	-1916.4	-1160.7	625.39	-1935.2	-1264.5	37.342	-1943.2	-1043.7	1121.4	-1990.6	-1095.7	719.34	-2112.1	-1071.8	760.08	-2280.6	-1749.9	135.36	-1924.1	-1421.5	1245.5	-1784.2	-1343.8	1418.5	-2056.3	-1475.2	910.12	-1753.4	-1617.7	999.74	-1634.3	-1253.8	1472.7	-1631.9	-1408.9	777.64	-1679.9	-1523.7	868.96	-1867.5	-1506.2	773.74	-2367.6	-1702.7	80.2	-2087.5	-1657	427.31	-2190.2	-1795.4	39.039	-2208.7	-1725.6	271.75	-1754.1	-1436.5	1289.7	-1982.6	-1617.3	539.08	-2102.4	-1756.5	29.11	-1736.3	-1513.8	1221	-1636.8	-1436.9	886.02	-1698.3	-1495	785.11	-1738.7	-1285.4	1001.3	-2005.7	-1368.1	1166.6
35	0.2833	-1879.3	-1295	1307.4	-1719.3	-1245.5	1187.6	-2072.5	-1315.9	128.15	-1822.2	-1195.4	1410.7	-2082.4	-1293.4	901.64	-2026.1	-1047.7	952.13	-1701.3	-1135.5	1455.7	-2068.5	-1075.8	645.51	-2070.2	-1074.3	844.18	-1907.1	-1228.5	779.34	-2127.1	-1405	87.414	-1918.3	-1188.2	408.13	-2021.4	-1252.7	20.962	-1989.1	-1214	304.68	-1838.7	-1107	1257.3	-1911.4	-1153.6	622.76	-1935	-1264.3	37.172	-1935.9	-1036	1117.7	-1978	-1082.6	715.1	-2101	-1066.4	754.48	-2275.2	-1745.6	141.14	-1913.6	-1411.7	1244.1	-1776.5	-1333.3	1418.1	-2047.3	-1468	909.78	-1747.8	-1611.3	1001.9	-1626.2	-1243.7	1472.3	-1624.8	-1402.7	779.26	-1673.9	-1518.4	870.24	-1858.7	-1497.7	772.55	-2360.8	-1695	87.838	-2072.7	-1649.3	425.61	-2189.3	-1793.5	42.519	-2198.7	-1720.1	274.38	-1745.1	-1426.8	1289.7	-1970.5	-1609.7	536.62	-2102.1	-1756	28.855	-1727.1	-1504.2	1221.3	-1628.5	-1434.4	888.82	-1693.4	-1488.4	786.56	-1730.5	-1276.2	998.47	-1996.2	-1360	1165.8
